"start","end","temperature"
1592334000,1592337600,23.3125
1592337600,1592341200,22.62
1592341200,1592344800,20.7675
1592344800,1592348400,19.3733333333333
1592348400,1592352000,17.285
1592352000,1592355600,16.59
1592355600,1592359200,17.76
1592359200,1592362800,17.4025
1592362800,1592366400,16.7675
1592366400,1592370000,17.0175
1592370000,1592373600,18.765
1592373600,1592377200,19.65
1592377200,1592380800,19.8225
1592380800,1592384400,20.77
1592384400,1592388000,22.1175
1592388000,1592391600,23.2575
1592391600,1592395200,24.47
1592395200,1592398800,23.7325
1592398800,1592402400,24.295
1592402400,1592406000,24.9725
1592406000,1592409600,25.785
1592409600,1592413200,24.7775
1592413200,1592416800,24.5175
1592416800,1592420400,24.4275
1592420400,1592424000,23.765
1592424000,1592427600,23.4275
1592427600,1592431200,22.1075
1592431200,1592434800,20.2066666666667
1592434800,1592438400,19.19
1592438400,1592442000,19.485
1592442000,1592445600,18.845
1592445600,1592449200,18.54
1592449200,1592452800,19.0675
1592452800,1592456400,18.3675
1592456400,1592460000,19.1375
1592460000,1592463600,20.1325
1592463600,1592467200,20.9825
1592467200,1592470800,20.6725
1592470800,1592474400,22.1925
1592474400,1592478000,23.6275
1592478000,1592481600,24.7525
1592481600,1592485200,25.37
1592485200,1592488800,25.8275
1592488800,1592492400,26.275
1592492400,1592496000,26.4225
1592496000,1592499600,26.0825
1592499600,1592503200,25.3525
1592503200,1592506800,24.8375
1592506800,1592510400,23.695
1592510400,1592514000,22.455
1592514000,1592517600,20.1975
1592517600,1592521200,18.19
1592521200,1592524800,13.965
1592524800,1592528400,16.7
1592528400,1592532000,16.73
1592532000,1592535600,14.5075
1592535600,1592539200,13.15
1592539200,1592542800,15.175
1592542800,1592546400,17.9925
1592546400,1592550000,17.155
1592550000,1592553600,17.7725
1592553600,1592557200,19.1825
1592557200,1592560800,22.2775
1592560800,1592564400,23.5975
1592564400,1592568000,24.875
1592568000,1592571600,25.85
1592571600,1592575200,26.3033333333333
1592575200,1592578800,27.0233333333333
1592578800,1592582400,26.9233333333333
1592582400,1592586000,26.94
1592586000,1592589600,25.9866666666667
1592589600,1592593200,25.63
1592593200,1592596800,24.68
1592596800,1592600400,24.07
1592600400,1592604000,22.09
1592604000,1592607600,20.0375
1592607600,1592611200,18.7925
1592611200,1592614800,17.62
1592614800,1592618400,15.9225
1592618400,1592622000,14.885
1592622000,1592625600,14.6375
1592625600,1592629200,14.3675
1592629200,1592632800,15.1775
1592632800,1592636400,16.5975
1592636400,1592640000,17.5975
1592640000,1592643600,18.7425
1592643600,1592647200,20.5675
1592647200,1592650800,22.37
1592650800,1592654400,23.5275
1592654400,1592658000,24.8025
1592658000,1592661600,25.8375
1592661600,1592665200,26.4875
1592665200,1592668800,26.9
1592668800,1592672400,27.265
1592672400,1592676000,27.2325
1592676000,1592679600,26.19
1592679600,1592683200,24.3625
1592683200,1592686800,22.2075
1592686800,1592690400,21.345
1592690400,1592694000,20.5875
1592694000,1592697600,18.27
1592697600,1592701200,16.2
1592701200,1592704800,15.525
1592704800,1592708400,15.665
1592708400,1592712000,15.0375
1592712000,1592715600,15.3375
1592715600,1592719200,16.4325
1592719200,1592722800,18.17
1592722800,1592726400,19.78
1592726400,1592730000,20.755
1592730000,1592733600,22.235
1592733600,1592737200,24.3725
1592737200,1592740800,26.7525
1592740800,1592744400,27.6425
1592744400,1592748000,27.8675
1592748000,1592751600,27.705
1592751600,1592755200,28.2075
1592755200,1592758800,28.2275
1592758800,1592762400,28.165
1592762400,1592766000,27.25
1592766000,1592769600,25.545
1592769600,1592773200,24.3275
1592773200,1592776800,24.0525
1592776800,1592780400,23.155
1592780400,1592784000,21.135
1592784000,1592787600,19.8325
1592787600,1592791200,19.315
1592791200,1592794800,18.66
1592794800,1592798400,18.3025
1592798400,1592802000,17.74
1592802000,1592805600,18.825
1592805600,1592809200,19.435
1592809200,1592812800,20.705
1592812800,1592816400,22.1375
1592816400,1592820000,24.1575
1592820000,1592823600,25.8775
1592823600,1592827200,27.595
1592827200,1592830800,29.415
1592830800,1592834400,30.07
1592834400,1592838000,30.89
1592838000,1592841600,31.095
1592841600,1592845200,31.26
1592845200,1592848800,30.575
1592848800,1592852400,29.6325
1592852400,1592856000,26.915
1592856000,1592859600,25.39
1592859600,1592863200,24.365
1592863200,1592866800,23.3325
1592866800,1592870400,20.43
1592870400,1592874000,18.9825
1592874000,1592877600,18.7475
1592877600,1592881200,18.7975
1592881200,1592884800,17.795
1592884800,1592888400,18.4425
1592888400,1592892000,18.9425
1592892000,1592895600,19.7775
1592895600,1592899200,20.3675
1592899200,1592902800,23.2525
1592902800,1592906400,24.7275
1592906400,1592910000,25.995
1592910000,1592913600,27.6
1592913600,1592917200,30.09
1592917200,1592920800,31.18
1592920800,1592924400,31.5125
1592924400,1592928000,31.595
1592928000,1592931600,31.5575
1592931600,1592935200,31.08
1592935200,1592938800,29.8075
1592938800,1592942400,27.1175
1592942400,1592946000,24.8025
1592946000,1592949600,24.45
1592949600,1592953200,22.705
1592953200,1592956800,19.455
1592956800,1592960400,17.1125
1592960400,1592964000,16.8725
1592964000,1592967600,16.2375
1592967600,1592971200,15.1925
1592971200,1592974800,14.915
1592974800,1592978400,16.1975
1592978400,1592982000,18.015
1592982000,1592985600,19.4875
1592985600,1592989200,20.6375
1592989200,1592992800,28.805
1592992800,1592996400,29.805
1592996400,1593000000,28.5233333333333
1593000000,1593003600,28.545
1593003600,1593007200,29.3275
1593007200,1593010800,29.815
1593010800,1593014400,29.6975
1593014400,1593018000,29.1675
1593018000,1593021600,28.5625
1593021600,1593025200,27.7025
1593025200,1593028800,25.875
1593028800,1593032400,23.8425
1593032400,1593036000,22.595
1593036000,1593039600,21.52
1593039600,1593043200,20.08
1593043200,1593046800,18.5475
1593046800,1593050400,17.675
1593050400,1593054000,17.4325
1593054000,1593057600,17.2425
1593057600,1593061200,17.1375
1593061200,1593064800,18.2125
1593064800,1593068400,20.2875
1593068400,1593072000,20.92
1593072000,1593075600,21.77
1593075600,1593079200,23.515
1593079200,1593082800,26.3375
1593082800,1593086400,28.0625
1593086400,1593090000,28.3925
1593090000,1593093600,29.025
1593093600,1593097200,29.53
1593097200,1593100800,30.11
1593100800,1593104400,28.23
1593104400,1593108000,28.2075
1593108000,1593111600,27.295
1593111600,1593115200,25.685
1593115200,1593118800,23.2025
1593118800,1593122400,22.5375
1593122400,1593126000,21.585
1593126000,1593129600,19.84
1593129600,1593133200,18.4625
1593133200,1593136800,17.755
1593136800,1593140400,17.16
1593140400,1593144000,16.48
1593144000,1593147600,16.59
1593147600,1593151200,17.2475
1593151200,1593154800,18.7675
1593154800,1593158400,19.6325
1593158400,1593162000,20.8275
1593162000,1593165600,22.4725
1593165600,1593169200,25.0825
1593169200,1593172800,27.0325
1593172800,1593176400,28.3525
1593176400,1593180000,28.9875
1593180000,1593183600,29.3975
1593183600,1593187200,29.9275
1593187200,1593190800,30.0125
1593190800,1593194400,29.445
1593194400,1593198000,28.135
1593198000,1593201600,26.415
1593201600,1593205200,24.3975
1593205200,1593208800,23.2625
1593208800,1593212400,20.7966666666667
1593212400,1593216000,17.57
1593216000,1593219600,17.08
1593219600,1593223200,16.13
1593223200,1593226800,16.68
1593226800,1593230400,16.835
1593230400,1593234000,17.2325
1593234000,1593237600,18.46
1593237600,1593241200,19.855
1593241200,1593244800,21.3775
1593244800,1593248400,22.935
1593248400,1593252000,25.215
1593252000,1593255600,27.335
1593255600,1593259200,29.01
1593259200,1593262800,30.275
1593262800,1593266400,31.0125
1593266400,1593270000,31.42
1593270000,1593273600,31.4025
1593273600,1593277200,31.225
1593277200,1593280800,30.7125
1593280800,1593284400,29.6425
1593284400,1593288000,27.8775
1593288000,1593291600,25.655
1593291600,1593295200,24.5125
1593295200,1593298800,22.72
1593298800,1593302400,20.9325
1593302400,1593306000,18.8775
1593306000,1593309600,19.19
1593309600,1593313200,18.25
1593313200,1593316800,17.555
1593316800,1593320400,17.29
1593320400,1593324000,19.8075
1593324000,1593327600,21.4575
1593327600,1593331200,22.495
1593331200,1593334800,23.2225
1593334800,1593338400,25.51
1593338400,1593342000,27.705
1593342000,1593345600,29.5275
1593345600,1593349200,30.48
1593349200,1593352800,31.1925
1593352800,1593356400,31.495
1593356400,1593360000,31.845
1593360000,1593363600,31.7225
1593363600,1593367200,31.32
1593367200,1593370800,30.355
1593370800,1593374400,28.25
1593374400,1593378000,26.5075
1593378000,1593381600,25.2075
1593381600,1593385200,23.8275
1593385200,1593388800,22.92
1593388800,1593392400,19.9875
1593392400,1593396000,18.72
1593396000,1593399600,17.8625
1593399600,1593403200,18.755
1593403200,1593406800,17.58
1593406800,1593410400,19.2375
1593410400,1593414000,21.3125
1593414000,1593417600,22.2925
1593417600,1593421200,23.3325
1593421200,1593424800,25.6125
1593424800,1593428400,28.335
1593428400,1593432000,29.6325
1593432000,1593435600,30.3375
1593435600,1593439200,30.4975
1593439200,1593442800,30.9325
1593442800,1593446400,30.955
1593446400,1593450000,30.85
1593450000,1593453600,30.475
1593453600,1593457200,29.9575
1593457200,1593460800,29.1825
1593460800,1593464400,28.565
1593464400,1593468000,27.9225
1593468000,1593471600,26.6333333333333
1593471600,1593475200,24.835
1593475200,1593478800,21.18
1593478800,1593482400,22.465
1593482400,1593486000,23.64
1593486000,1593489600,22.235
1593489600,1593493200,20.5225
1593493200,1593496800,23.275
1593496800,1593500400,24.13
1593500400,1593504000,24.1175
1593504000,1593507600,24.8075
1593507600,1593511200,27.245
1593511200,1593514800,28.635
1593514800,1593518400,30.11
1593518400,1593522000,30.59
1593522000,1593525600,31.425
1593525600,1593529200,31.7825
1593529200,1593532800,32.19
1593532800,1593536400,31.8375
1593536400,1593540000,31.76
1593540000,1593543600,31.1375
1593543600,1593547200,28.9875
1593547200,1593550800,28.095
1593550800,1593554400,27.2525
1593554400,1593558000,24.29
1593558000,1593561600,19.525
1593561600,1593565200,17.98
1593565200,1593568800,17.215
1593568800,1593572400,19.0425
1593572400,1593576000,17.86
1593576000,1593579600,17.3975
1593579600,1593583200,19.2225
1593583200,1593586800,21.1825
1593586800,1593590400,21.885
1593590400,1593594000,22.99
1593594000,1593597600,26.005
1593597600,1593601200,28.645
1593601200,1593604800,30.0075
1593604800,1593608400,30.9275
1593608400,1593612000,31.81
1593612000,1593615600,32.3425
1593615600,1593619200,32.6475
1593619200,1593622800,32.1225
1593622800,1593626400,31.3075
1593626400,1593630000,30.785
1593630000,1593633600,28.945
1593633600,1593637200,26.805
1593637200,1593640800,25.46
1593640800,1593644400,23.0266666666667
1593644400,1593648000,19.93
1593648000,1593651600,19.59
1593651600,1593655200,19.825
1593655200,1593658800,19.8975
1593658800,1593662400,19.7075
1593662400,1593666000,19.9425
1593666000,1593669600,20.905
1593669600,1593673200,21.845
1593673200,1593676800,22.1825
1593676800,1593680400,23.445
1593680400,1593684000,25.1825
1593684000,1593687600,26.39
1593687600,1593691200,27.37
1593691200,1593694800,28.655
1593694800,1593698400,29.315
1593698400,1593702000,29.4825
1593702000,1593705600,30.015
1593705600,1593709200,29.9925
1593709200,1593712800,29.3075
1593712800,1593716400,28.5525
1593716400,1593720000,27.6475
1593720000,1593723600,26.2975
1593723600,1593727200,25.24
1593727200,1593730800,22.9166666666667
1593730800,1593734400,20.55
1593734400,1593738000,20.625
1593738000,1593741600,20.78
1593741600,1593745200,20.2425
1593745200,1593748800,20.0075
1593748800,1593752400,19.58
1593752400,1593756000,20.4825
1593756000,1593759600,21.2
1593759600,1593763200,22.045
1593763200,1593766800,22.1625
1593766800,1593770400,23.635
1593770400,1593774000,25.3375
1593774000,1593777600,26.5975
1593777600,1593781200,27.285
1593781200,1593784800,27.255
1593784800,1593788400,26.92
1593788400,1593792000,27.055
1593792000,1593795600,27.49
1593795600,1593799200,26.3
1593799200,1593802800,24.4325
1593802800,1593806400,23.715
1593806400,1593810000,23.7975
1593810000,1593813600,23.04
1593813600,1593817200,21.1266666666667
1593817200,1593820800,20.325
1593820800,1593824400,20.775
1593824400,1593828000,20.545
1593828000,1593831600,20.22
1593831600,1593835200,19.7
1593835200,1593838800,19.6725
1593838800,1593842400,20.3425
1593842400,1593846000,20.94
1593846000,1593849600,20.815
1593849600,1593853200,21.275
1593853200,1593856800,22.6275
1593856800,1593860400,23.76
1593860400,1593864000,24.8425
1593864000,1593867600,25.5025
1593867600,1593871200,26.5475
1593871200,1593874800,26.72
1593874800,1593878400,27.5975
1593878400,1593882000,27.1875
1593882000,1593885600,27.2975
1593885600,1593889200,26.195
1593889200,1593892800,25.3325
1593892800,1593896400,23.57
1593896400,1593900000,22.78
1593900000,1593903600,20.7766666666667
1593903600,1593907200,17.91
1593907200,1593910800,17.59
1593910800,1593914400,17.385
1593914400,1593918000,17.57
1593918000,1593921600,17.245
1593921600,1593925200,17.1025
1593925200,1593928800,18.1525
1593928800,1593932400,19.4775
1593932400,1593936000,20.7925
1593936000,1593939600,21.6625
1593939600,1593943200,23.2475
1593943200,1593946800,25.1125
1593946800,1593950400,26.525
1593950400,1593954000,27.96
1593954000,1593957600,28.475
1593957600,1593961200,28.7925
1593961200,1593964800,28.62
1593964800,1593968400,29.055
1593968400,1593972000,28.895
1593972000,1593975600,27.955
1593975600,1593979200,26.0275
1593979200,1593982800,24.25
1593982800,1593986400,23.8825
1593986400,1593990000,21.5833333333333
1593990000,1593993600,18.26
1593993600,1593997200,17.645
1593997200,1594000800,17.42
1594000800,1594004400,18.1675
1594004400,1594008000,17.855
1594008000,1594011600,17.82
1594011600,1594015200,19.0625
1594015200,1594018800,20.5
1594018800,1594022400,21.97
1594022400,1594026000,23.285
1594026000,1594029600,25.085
1594029600,1594033200,26.845
1594033200,1594036800,28.605
1594036800,1594040400,30.1166666666667
1594040400,1594044000,30.4775
1594044000,1594047600,30.615
1594047600,1594051200,30.7675
1594051200,1594054800,30.73
1594054800,1594058400,30.42
1594058400,1594062000,29.3625
1594062000,1594065600,27.615
1594065600,1594069200,26.0425
1594069200,1594072800,24.965
1594072800,1594076400,22.6066666666667
1594076400,1594080000,19.64
1594080000,1594083600,20.145
1594083600,1594087200,21.715
1594087200,1594090800,21.3775
1594090800,1594094400,20.85
1594094400,1594098000,20.6075
1594098000,1594101600,20.79
1594101600,1594105200,20.39
1594105200,1594108800,19.895
1594108800,1594112400,19.865
1594112400,1594116000,19.765
1594116000,1594119600,19.4575
1594119600,1594123200,20.01
1594123200,1594126800,21.0125
1594126800,1594130400,21.9625
1594130400,1594134000,22.805
1594134000,1594137600,23.335
1594137600,1594141200,23.7625
1594141200,1594144800,23.875
1594144800,1594148400,23.1825
1594148400,1594152000,21.4275
1594152000,1594155600,19.6475
1594155600,1594159200,18.5875
1594159200,1594162800,16.7133333333333
1594162800,1594166400,13.055
1594166400,1594170000,12.795
1594170000,1594173600,12.34
1594173600,1594177200,12.965
1594177200,1594180800,12.535
1594180800,1594184400,12.575
1594184400,1594188000,13.63
1594188000,1594191600,15.1525
1594191600,1594195200,16.49
1594195200,1594198800,17.9075
1594198800,1594202400,19.675
1594202400,1594206000,21.7075
1594206000,1594209600,23.645
1594209600,1594213200,25.2125
1594213200,1594216800,25.7825
1594216800,1594220400,26.005
1594220400,1594224000,26.375
1594224000,1594227600,26.47
1594227600,1594231200,25.9025
1594231200,1594234800,24.8975
1594234800,1594238400,23.25
1594238400,1594242000,21.38
1594242000,1594245600,20.145
1594245600,1594249200,17.96
1594249200,1594252800,14.555
1594252800,1594256400,14.665
1594256400,1594260000,14.455
1594260000,1594263600,14.835
1594263600,1594267200,14.64
1594267200,1594270800,14.885
1594270800,1594274400,15.96
1594274400,1594278000,17.6725
1594278000,1594281600,19.1125
1594281600,1594285200,20.4375
1594285200,1594288800,22.2775
1594288800,1594292400,24.375
1594292400,1594296000,26.175
1594296000,1594299600,27.83
1594299600,1594303200,28.1975
1594303200,1594306800,28.3975
1594306800,1594310400,28.725
1594310400,1594314000,29.01
1594314000,1594317600,28.115
1594317600,1594321200,27.1325
1594321200,1594324800,25.335
1594324800,1594328400,23.5125
1594328400,1594332000,22.3325
1594332000,1594335600,20.75
1594335600,1594339200,17.765
1594339200,1594342800,17.685
1594342800,1594346400,17.91
1594346400,1594350000,17.3875
1594350000,1594353600,17.16
1594353600,1594357200,17.2425
1594357200,1594360800,18.6825
1594360800,1594364400,20
1594364400,1594368000,21.4575
1594368000,1594371600,22.4775
1594371600,1594375200,24.275
1594375200,1594378800,26.6875
1594378800,1594382400,28.4925
1594382400,1594386000,29.4075
1594386000,1594389600,29.785
1594389600,1594393200,30.0025
1594393200,1594396800,29.96
1594396800,1594400400,29.82
1594400400,1594404000,29.285
1594404000,1594407600,28.2625
1594407600,1594411200,26.575
1594411200,1594414800,23.3466666666667
1594414800,1594418400,19.44
1594418400,1594422000,18.865
1594422000,1594425600,19.195
1594425600,1594429200,18.655
1594429200,1594432800,18.315
1594432800,1594436400,17.835
1594436400,1594440000,17.935
1594440000,1594443600,17.18
1594443600,1594447200,20.535
1594447200,1594450800,24.855
1594450800,1594454400,27.305
1594454400,1594458000,29.2
1594458000,1594461600,30.475
1594461600,1594465200,30.83
1594465200,1594468800,31.485
1594468800,1594472400,32.175
1594472400,1594476000,32.735
1594476000,1594479600,32.95
1594479600,1594483200,31.325
1594483200,1594486800,29.945
1594486800,1594490400,24.14
1594490400,1594494000,20.885
1594494000,1594497600,20.57
1594497600,1594501200,20.42
1594501200,1594504800,20.48
1594504800,1594508400,20.095
1594508400,1594512000,19.97
1594512000,1594515600,20.27
1594515600,1594519200,20.38
1594519200,1594522800,20.075
1594522800,1594526400,19.575
1594526400,1594530000,19.515
1594530000,1594533600,19.315
1594533600,1594537200,19.545
1594537200,1594540800,20.74
1594540800,1594544400,22.48
1594544400,1594548000,23.835
1594548000,1594551600,24.3
1594551600,1594555200,24.845
1594555200,1594558800,25.56
1594558800,1594562400,25.705
1594562400,1594566000,25.855
1594566000,1594569600,25.835
1594569600,1594573200,25.39
1594573200,1594576800,24.655
1594576800,1594580400,23
1594580400,1594584000,19.875
1594584000,1594587600,17.81
1594587600,1594591200,15.82
1594591200,1594594800,15.305
1594594800,1594598400,14.89
1594598400,1594602000,14.16
1594602000,1594605600,13.58
1594605600,1594609200,12.865
1594609200,1594612800,12.735
1594612800,1594616400,13.055
1594616400,1594620000,15.25
1594620000,1594623600,19.11
1594623600,1594627200,22.535
1594627200,1594630800,23.545
1594630800,1594634400,23.955
1594634400,1594638000,24.675
1594638000,1594641600,25.095
1594641600,1594645200,25.21
1594645200,1594648800,25.43
1594648800,1594652400,25.375
1594652400,1594656000,25.39
1594656000,1594659600,24.72
1594659600,1594663200,23.58
1594663200,1594666800,21.865
1594666800,1594670400,18.315
1594670400,1594674000,14.695
1594674000,1594677600,13.985
1594677600,1594681200,13.98
1594681200,1594684800,13.43
1594684800,1594688400,13.08
1594688400,1594692000,12.825
1594692000,1594695600,12.225
1594695600,1594699200,12.13
1594699200,1594702800,12.555
1594702800,1594706400,15.175
1594706400,1594710000,19.19
1594710000,1594713600,21.575
1594713600,1594717200,23.44
1594717200,1594720800,23.485
1594720800,1594724400,24.77
1594724400,1594728000,24.975
1594728000,1594731600,25.43
1594731600,1594735200,25.45
1594735200,1594738800,25.36
1594738800,1594742400,25.25
1594742400,1594746000,24.57
1594746000,1594749600,23.905
1594749600,1594753200,22.66
1594753200,1594756800,18.54
1594756800,1594760400,15.35
1594760400,1594764000,14.48
1594764000,1594767600,14.365
1594767600,1594771200,14.47
1594771200,1594774800,14.565
1594774800,1594778400,14.275
1594778400,1594782000,13.165
1594782000,1594785600,12.275
1594785600,1594789200,12.285
1594789200,1594792800,14.81
1594792800,1594796400,18.01
1594796400,1594800000,22.295
1594800000,1594803600,24.53
1594803600,1594807200,25.755
1594807200,1594810800,26.77
1594810800,1594814400,27.23
1594814400,1594818000,27.745
1594818000,1594821600,25.905
1594821600,1594825200,25.245
1594825200,1594828800,24.96
1594828800,1594832400,23.805
1594832400,1594836000,24.085
1594836000,1594839600,22.16
1594839600,1594843200,20.5
1594843200,1594846800,19.195
1594846800,1594850400,18.17
1594850400,1594854000,16.74
1594854000,1594857600,15.53
1594857600,1594861200,14.755
1594861200,1594864800,14.485
1594864800,1594868400,14.745
1594868400,1594872000,16.095
1594872000,1594875600,15.21
1594875600,1594879200,17.995
1594879200,1594882800,21
1594882800,1594886400,23.245
1594886400,1594890000,24.515
1594890000,1594893600,25.76
1594893600,1594897200,27.1
1594897200,1594900800,27.475
1594900800,1594904400,28.245
1594904400,1594908000,28.48
1594908000,1594911600,28.16
1594911600,1594915200,28.205
1594915200,1594918800,27.13
1594918800,1594922400,26.355
1594922400,1594926000,24.665
1594926000,1594929600,21.735
1594929600,1594933200,19.83
1594933200,1594936800,17.855
1594936800,1594940400,16.875
1594940400,1594944000,17.905
1594944000,1594947600,18.575
1594947600,1594951200,18.045
1594951200,1594954800,17.75
1594954800,1594958400,18.275
1594958400,1594962000,19.26
1594962000,1594965600,19.75
1594965600,1594969200,18.87
1594969200,1594972800,19.08
1594972800,1594976400,19.85
1594976400,1594980000,20.12
1594980000,1594983600,20.415
1594983600,1594987200,21.585
1594987200,1594990800,24.095
1594990800,1594994400,25.215
1594994400,1594998000,25.91
1594998000,1595001600,25.535
1595001600,1595005200,24.715
1595005200,1595008800,23.67
1595008800,1595012400,22.475
1595012400,1595016000,20.26
1595016000,1595019600,18.72
1595019600,1595023200,17.9
1595023200,1595026800,18.11
1595026800,1595030400,18.165
1595030400,1595034000,17.69
1595034000,1595037600,17.915
1595037600,1595041200,17.765
1595041200,1595044800,17.545
1595044800,1595048400,17.685
1595048400,1595052000,17.39
1595052000,1595055600,18.49
1595055600,1595059200,21.54
1595059200,1595062800,23.415
1595062800,1595066400,23.515
1595066400,1595070000,24.19
1595070000,1595073600,24.83
1595073600,1595077200,25.175
1595077200,1595080800,25.59
1595080800,1595084400,25.615
1595084400,1595088000,25.495
1595088000,1595091600,24.975
1595091600,1595095200,24.02
1595095200,1595098800,22.39
1595098800,1595102400,18.785
1595102400,1595106000,17.615
1595106000,1595109600,17.985
1595109600,1595113200,17.54
1595113200,1595116800,16.83
1595116800,1595120400,16.005
1595120400,1595124000,15.38
1595124000,1595127600,15.54
1595127600,1595131200,14.49
1595131200,1595134800,13.925
1595134800,1595138400,16.41
1595138400,1595142000,20.395
1595142000,1595145600,23.195
1595145600,1595149200,24.665
1595149200,1595152800,25.705
1595152800,1595156400,26.22
1595156400,1595160000,26.97
1595160000,1595163600,27.32
1595163600,1595167200,27.405
1595167200,1595170800,27.61
1595170800,1595174400,28.4
1595174400,1595178000,27.83
1595178000,1595181600,26.185
1595181600,1595185200,24.275
1595185200,1595188800,21.41
1595188800,1595192400,18.63
1595192400,1595196000,17
1595196000,1595199600,17.095
1595199600,1595203200,16.64
1595203200,1595206800,16.07
1595206800,1595210400,15.465
1595210400,1595214000,15.455
1595214000,1595217600,15.665
1595217600,1595221200,15.9
1595221200,1595224800,18.64
1595224800,1595228400,22.79
1595228400,1595232000,24.745
1595232000,1595235600,26.665
1595235600,1595239200,28.33
1595239200,1595242800,29.655
1595242800,1595246400,30.765
1595246400,1595250000,31.545
1595250000,1595253600,32.37
1595253600,1595257200,31.85
1595257200,1595260800,31.245
1595260800,1595264400,30.17
1595264400,1595268000,29.06
1595268000,1595271600,27.09
1595271600,1595275200,23.13
1595275200,1595278800,20.455
1595278800,1595282400,18.85
1595282400,1595286000,18.26
1595286000,1595289600,19.26
1595289600,1595293200,19.15
1595293200,1595296800,18.615
1595296800,1595300400,17.305
1595300400,1595304000,16.29
1595304000,1595307600,16.865
1595307600,1595311200,19.645
1595311200,1595314800,23.67
1595314800,1595318400,27.175
1595318400,1595322000,28.94
1595322000,1595325600,30.135
1595325600,1595329200,31.395
1595329200,1595332800,32.43
1595332800,1595336400,32.985
1595336400,1595340000,33.395
1595340000,1595343600,33.345
1595343600,1595347200,32.71
1595347200,1595350800,31.395
1595350800,1595354400,30.23
1595354400,1595358000,28.23
1595358000,1595361600,24.58
1595361600,1595365200,22.48
1595365200,1595368800,21.995
1595368800,1595372400,20.46
1595372400,1595376000,20.095
1595376000,1595379600,18.64
1595379600,1595383200,19.825
1595383200,1595386800,20.01
1595386800,1595390400,18.94
1595390400,1595394000,18.81
1595394000,1595397600,21.005
1595397600,1595401200,24.54
1595401200,1595404800,27.87
1595404800,1595408400,29.26
1595408400,1595412000,30.525
1595412000,1595415600,31.725
1595415600,1595419200,32.285
1595419200,1595422800,32.955
1595422800,1595426400,33.175
1595426400,1595430000,32.04
1595430000,1595433600,30.875
1595433600,1595437200,30.415
1595437200,1595440800,29.31
1595440800,1595444400,29.165
1595444400,1595448000,25.985
1595448000,1595451600,23.72
1595451600,1595455200,22.74
1595455200,1595458800,22.66
1595458800,1595462400,22.81
1595462400,1595466000,22.995
1595466000,1595469600,20.64
1595469600,1595473200,20.205
1595473200,1595476800,20.185
1595476800,1595480400,19.765
1595480400,1595484000,20.89
1595484000,1595487600,22.65
1595487600,1595491200,23.79
1595491200,1595494800,25.73
1595494800,1595498400,27.27
1595498400,1595502000,28.595
1595502000,1595505600,29.43
1595505600,1595509200,30.105
1595509200,1595512800,30.78
1595512800,1595516400,30.3
1595516400,1595520000,29.725
1595520000,1595523600,28.905
1595523600,1595527200,27.925
1595527200,1595530800,26.43
1595530800,1595534400,24.25
1595534400,1595538000,22.255
1595538000,1595541600,21.075
1595541600,1595545200,20.22
1595545200,1595548800,20.02
1595548800,1595552400,20.03
1595552400,1595556000,19.9
1595556000,1595559600,19.115
1595559600,1595563200,18.88
1595563200,1595566800,19.92
1595566800,1595570400,21.61
1595570400,1595574000,23.645
1595574000,1595577600,24.995
1595577600,1595581200,26.04
1595581200,1595584800,27.345
1595584800,1595588400,19.445
1595588400,1595592000,18.51
1595592000,1595595600,18.775
1595595600,1595599200,19.74
1595599200,1595602800,21.16
1595602800,1595606400,20.95
1595606400,1595610000,20.74
1595610000,1595613600,21.38
1595613600,1595617200,21.22
1595617200,1595620800,19.775
1595620800,1595624400,18.745
1595624400,1595628000,17.725
1595628000,1595631600,17.01
1595631600,1595635200,16.78
1595635200,1595638800,16.79
1595638800,1595642400,16.73
1595642400,1595646000,16.77
1595646000,1595649600,16.85
1595649600,1595653200,16.99
1595653200,1595656800,18.225
1595656800,1595660400,20.905
1595660400,1595664000,23.565
1595664000,1595667600,25.325
1595667600,1595671200,26.8
1595671200,1595674800,27.43
1595674800,1595678400,28.045
1595678400,1595682000,28.83
1595682000,1595685600,29.325
1595685600,1595689200,29.785
1595689200,1595692800,30.08
1595692800,1595696400,29.76
1595696400,1595700000,28.875
1595700000,1595703600,26.195
1595703600,1595707200,21.96
1595707200,1595710800,19.81
1595710800,1595714400,18.545
1595714400,1595718000,18.19
1595718000,1595721600,17.555
1595721600,1595725200,17.335
1595725200,1595728800,17.36
1595728800,1595732400,16.705
1595732400,1595736000,17.16
1595736000,1595739600,16.25
1595739600,1595743200,18.765
1595743200,1595746800,21.065
1595746800,1595750400,23.575
1595750400,1595754000,27.385
1595754000,1595757600,28.965
1595757600,1595761200,29.81
1595761200,1595764800,30.825
1595764800,1595768400,32.165
1595768400,1595772000,32.275
1595772000,1595775600,31.825
1595775600,1595779200,32.22
1595779200,1595782800,31.515
1595782800,1595786400,30.455
1595786400,1595790000,28.975
1595790000,1595793600,26.475
1595793600,1595797200,23.715
1595797200,1595800800,21.06
1595800800,1595804400,19.5
1595804400,1595808000,18.76
1595808000,1595811600,18.845
1595811600,1595815200,18.665
1595815200,1595818800,17.805
1595818800,1595822400,17.265
1595822400,1595826000,17.515
1595826000,1595829600,19.375
1595829600,1595833200,22.76
1595833200,1595836800,25.655
1595836800,1595840400,27.045
1595840400,1595844000,28.45
1595844000,1595847600,29.305
